Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
200707,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11210
202011,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,3476
201711,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,21521
201311,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Deplaned,Other,Terminal 1,B,67
202009,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,1456
202101,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,4717
200711,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5278
201104,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,G,7428
201205,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9383
201111,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3382
201004,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9518
201905,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,469
200910,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,146842
200904,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,66317
201301,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14712
201910,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Enplaned,Other,International,G,4359
200510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17250
201807,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,392
201703,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,8789
202004,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,G,73
201710,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,16416
202011,JetBlue Airways,B6,JetBlue Airways,B6,International,Mexico,Enplaned,Low Fare,International,A,726
200808,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,2625
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,25787
201804,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,19476
201705,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1276
201106,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6185
200610,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,2058
201709,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,1846
201705,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,68539
201909,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,1222
201711,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,9303
200608,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5671
200707,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,12044
200603,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9499
201902,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Enplaned,Other,International,A,4287
201712,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,9060
201808,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,451
200910,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10015
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26098
201810,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,6434
201409,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,67778
201204,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,142172
201508,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,23579
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,8286
201407,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,5598
201612,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7852
201812,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,24144
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7191
201907,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,8428
200610,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1440
201511,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6660
201702,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,2234
200811,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,39326
201707,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1181
201612,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5118
201503,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5951
201708,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3582
201410,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,52459
201603,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,5518
201702,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,1405
200801,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,6827
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,230
201111,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,1889
201304,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,5297
201703,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,7515
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,826
201509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8520
200803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,43448
200905,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,6660
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,20333
200605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21090
201506,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,26353
201602,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,119
201407,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,281597
201203,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8065
201007,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,16795
200508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,2251
201401,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8507
202102,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,732
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,527
201906,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,9391
200906,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5848
201204,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7350
200704,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,9832
201703,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,2832
200608,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9867
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4903
201211,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,6790
201908,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Enplaned,Other,International,G,3898
201205,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,1816
202006,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,776
202005,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,G,491
201306,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24583
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,417
201812,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,7321
200511,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15019
201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,7454
201502,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9613
200711,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12899
201312,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,9053
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,12683
201212,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,99972
201301,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6430
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,25092
201611,Mesa Airlines,YV,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,46
201112,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13942
200703,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10462
201909,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6423
201804,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9313
202001,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,2997
201208,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12278
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,16244
202010,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8230
201906,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6763
201708,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,1816
200609,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,135153
201805,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,5263
201005,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13293
200710,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,4674
201910,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15424
200803,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3636
201809,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,574
200805,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,150701
200612,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,8566
201701,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,52877
202003,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6701
201210,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,3535
201007,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Enplaned,Other,Terminal 1,C,6186
202103,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,111
201207,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,26065
201405,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,19515
201412,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,17691
201509,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,4361
201407,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,21819
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,402482
200701,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4845
200510,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,6680
201709,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,2494
200804,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14963
202008,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,2466
201412,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,21003
201404,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,17434
201907,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,21603
201510,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,6502
201411,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,110957
200704,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7116
201606,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7291
201510,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,7105
200806,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9473
201410,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,12913
201210,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,19427
201604,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,108063
201202,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5384
200902,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,48203
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10465
201610,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,289
201804,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13543
201808,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,23
201012,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,G,4597
201802,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,2237
201801,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,29807
201311,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,5106
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,126
201104,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7634
